"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff"
"C15orf48",0,1.04262254714851,0.431,0.001,0,"5","C15orf48",0.43
"IL1B",0,1.0309274513278,0.447,0.003,0,"5","IL1B",0.444
"CLEC4E",0,1.02344289486104,0.544,0.001,0,"5","CLEC4E",0.543
"FGR",0,1.02273673957598,0.708,0.04,0,"5","FGR",0.668
"ATP6V1B2",0,0.976420814381089,0.791,0.169,0,"5","ATP6V1B2",0.622
"PTPRE",0,0.967039160668511,0.793,0.175,0,"5","PTPRE",0.618
"CLEC7A",0,0.957126290703336,0.75,0.008,0,"5","CLEC7A",0.742
"RAB31",0,0.956587364961315,0.777,0.034,0,"5","RAB31",0.743
"PLAUR",0,0.956573797119748,0.631,0.028,0,"5","PLAUR",0.603
"BLVRB",0,0.951587999508395,0.709,0.083,0,"5","BLVRB",0.626
"HMOX1",0,0.950658658848351,0.702,0.088,0,"5","HMOX1",0.614
"ENPP2",0,0.943415904382755,0.56,0.008,0,"5","ENPP2",0.552
"DRAM1",0,0.939818136205233,0.611,0.076,0,"5","DRAM1",0.535
"CSTA",0,0.937288071690818,0.677,0.002,0,"5","CSTA",0.675
"PTAFR",0,0.925355012525838,0.676,0.013,0,"5","PTAFR",0.663
"ICAM1",0,0.923261335707796,0.75,0.121,0,"5","ICAM1",0.629
"DUSP6",0,0.921554821120278,0.581,0.069,0,"5","DUSP6",0.512
"TSPAN4",0,0.912078409994896,0.594,0.029,0,"5","TSPAN4",0.565
"ACP2",0,0.907798644969277,0.615,0.075,0,"5","ACP2",0.54
"BRI3",0,0.906196441467758,0.752,0.122,0,"5","BRI3",0.63
"C2",0,0.904687401990233,0.342,0.003,0,"5","C2",0.339
"IL18BP",0,0.900488756624843,0.684,0.059,0,"5","IL18BP",0.625
"PAK1",0,0.898965209459005,0.75,0.115,0,"5","PAK1",0.635
"EFHD2",0,0.896191526607565,0.813,0.169,0,"5","EFHD2",0.644
"GCA1",0,0.884294804555085,0.804,0.187,0,"5","GCA",0.617
"PLSCR1",0,0.879842857216522,0.84,0.199,0,"5","PLSCR1",0.641
"HSD11B1",0,0.857618027372851,0.481,0.003,0,"5","HSD11B1",0.478
"MYOF",0,0.851992928479437,0.635,0.002,0,"5","MYOF",0.633
"SLAMF71",0,0.844187004049047,0.772,0.142,0,"5","SLAMF7",0.63
"THEMIS2",0,0.840979845666595,0.779,0.079,0,"5","THEMIS2",0.7
"CREG1",0,0.840749972262011,0.629,0.088,0,"5","CREG1",0.541
"CDKN1A",0,0.835421062241356,0.529,0.068,0,"5","CDKN1A",0.461
"ZEB21",0,0.833027921390884,0.736,0.145,0,"5","ZEB2",0.591
"PSTPIP2",0,0.830258348258594,0.588,0.018,0,"5","PSTPIP2",0.57
"AOAH",0,0.826905136704358,0.788,0.093,0,"5","AOAH",0.695
"LRRC25",0,0.823421930390208,0.676,0.007,0,"5","LRRC25",0.669
"NCF2",0,0.822448477563976,0.667,0.07,0,"5","NCF2",0.597
"SCPEP1",0,0.811766258814408,0.658,0.09,0,"5","SCPEP1",0.568
"SLC7A7",0,0.802282765135015,0.629,0.038,0,"5","SLC7A7",0.591
"IER3",0,0.797294180666883,0.462,0.026,0,"5","IER3",0.436
"SLC2A6",0,0.792813027793213,0.661,0.065,0,"5","SLC2A6",0.596
"CD163",0,0.786951370628544,0.422,0,0,"5","CD163",0.422
"ZNF385A",0,0.786692588692124,0.695,0.018,0,"5","ZNF385A",0.677
"MPEG1",0,0.768861180650706,0.636,0.077,0,"5","MPEG1",0.559
"ADAMDEC1",0,0.760997599030716,0.344,0.001,0,"5","ADAMDEC1",0.343
"ADA2",0,0.760083886822333,0.766,0.127,0,"5","ADA2",0.639
"LAIR1",0,0.749787732167923,0.661,0.111,0,"5","LAIR1",0.55
"GK",0,0.746326964851384,0.665,0.094,0,"5","GK",0.571
"FCGR2A",0,0.732372162514073,0.606,0.004,0,"5","FCGR2A",0.602
"RAB32",0,0.727045000610443,0.611,0.002,0,"5","RAB32",0.609
"NAIP",0,0.721446696101622,0.665,0.038,0,"5","NAIP",0.627
"ITGAX",0,0.720374654987007,0.59,0.018,0,"5","ITGAX",0.572
"VSIG4",0,0.71348893318908,0.291,0.001,0,"5","VSIG4",0.29
"SCIMP",0,0.709070426078013,0.692,0.042,0,"5","SCIMP",0.65
"KLF4",0,0.6976159897742,0.533,0.006,0,"5","KLF4",0.527
"C3AR1",0,0.695407335838934,0.537,0.009,0,"5","C3AR1",0.528
"SLC8A1",0,0.69477418477168,0.615,0.001,0,"5","SLC8A1",0.614
"HNMT",0,0.680833690443194,0.537,0.001,0,"5","HNMT",0.536
"MARCO",0,0.680352447915815,0.267,0.001,0,"5","MARCO",0.266
"TNFSF13",0,0.67390282745257,0.515,0.052,0,"5","TNFSF13",0.463
"IL1RN",0,0.656180890556766,0.44,0.001,0,"5","IL1RN",0.439
"CLEC4A",0,0.646850921086077,0.551,0.014,0,"5","CLEC4A",0.537
"NECTIN2",0,0.645307679542903,0.567,0.001,0,"5","NECTIN2",0.566
"CPPED1",0,0.640222423998294,0.608,0.054,0,"5","CPPED1",0.554
"SMIM25",0,0.640169055302704,0.419,0.001,0,"5","SMIM25",0.418
"LTBR",0,0.639902301881609,0.642,0.003,0,"5","LTBR",0.639
"SIRPA",0,0.6390643080748,0.576,0.04,0,"5","SIRPA",0.536
"CSF2RA",0,0.637999851016751,0.558,0,0,"5","CSF2RA",0.558
"ADAP2",0,0.631973819208287,0.561,0.063,0,"5","ADAP2",0.498
"LILRB3",0,0.630091553110332,0.574,0.01,0,"5","LILRB3",0.564
"FCGR1B",0,0.626184007283669,0.471,0,0,"5","FCGR1B",0.471
"TLR2",0,0.624011338063258,0.567,0.011,0,"5","TLR2",0.556
"P2RY13",0,0.622202849902968,0.524,0.003,0,"5","P2RY13",0.521
"SCARB2",0,0.61936973698382,0.537,0.045,0,"5","SCARB2",0.492
"MARCH11",0,0.618428029444148,0.713,0.103,0,"5","MARCH1",0.61
"ADGRE2",0,0.614275832590028,0.567,0.018,0,"5","ADGRE2",0.549
"TIFAB",0,0.611584110195892,0.563,0.001,0,"5","TIFAB",0.562
"GAA",0,0.61123520646273,0.638,0.047,0,"5","GAA",0.591
"OAZ2",0,0.605118642503996,0.677,0.109,0,"5","OAZ2",0.568
"RAB13",0,0.604855844850795,0.447,0.018,0,"5","RAB13",0.429
"RAB20",0,0.602391993915889,0.492,0.01,0,"5","RAB20",0.482
"DMXL2",0,0.601242438630114,0.476,0.011,0,"5","DMXL2",0.465
"TGFBI",0,0.600774559403112,0.576,0.005,0,"5","TGFBI",0.571
"NPL",0,0.599415037504711,0.408,0.02,0,"5","NPL",0.388
"CFD",0,0.587772531081159,0.381,0.013,0,"5","CFD",0.368
"KCTD12",0,0.582032879411355,0.561,0.007,0,"5","KCTD12",0.554
"MCTP1",0,0.572598251207021,0.569,0.031,0,"5","MCTP1",0.538
"DSE",0,0.56601703369661,0.602,0.061,0,"5","DSE",0.541
"CD36",0,0.564919718966907,0.433,0.008,0,"5","CD36",0.425
"P2RY6",0,0.561213102585206,0.553,0.003,0,"5","P2RY6",0.55
"SMPDL3A",0,0.559030092823082,0.385,0.026,0,"5","SMPDL3A",0.359
"KCNMA1",0,0.558401095598248,0.471,0.015,0,"5","KCNMA1",0.456
"CD86",0,0.557529394349618,0.597,0.039,0,"5","CD86",0.558
"CD300A",0,0.555628098742037,0.624,0.065,0,"5","CD300A",0.559
"CD302",0,0.552797819694655,0.529,0.025,0,"5","CD302",0.504
"UBD",0,0.552590535442905,0.314,0.001,0,"5","UBD",0.313
"SERPINB6",0,0.551759395792962,0.676,0.094,0,"5","SERPINB6",0.582
"GPR84",0,0.551373716615051,0.353,0,0,"5","GPR84",0.353
"CCR1",0,0.550509794373805,0.462,0.01,0,"5","CCR1",0.452
"CYFIP1",0,0.549721152032067,0.556,0.024,0,"5","CYFIP1",0.532
"SLC16A3",0,0.547702895389709,0.643,0.093,0,"5","SLC16A3",0.55
"SHTN1",0,0.545515111239872,0.517,0.003,0,"5","SHTN1",0.514
"LILRA1",0,0.543877944327025,0.446,0.001,0,"5","LILRA1",0.445
"RGL1",0,0.540978843000536,0.478,0.006,0,"5","RGL1",0.472
"PLXDC2",0,0.53607868454637,0.554,0,0,"5","PLXDC2",0.554
"MRC1",0,0.534674636763238,0.303,0.003,0,"5","MRC1",0.3
"GNS",0,0.531960373522169,0.59,0.061,0,"5","GNS",0.529
"SIGLEC7",0,0.53018597152921,0.526,0.002,0,"5","SIGLEC7",0.524
"FBXO6",0,0.527498021694529,0.665,0.103,0,"5","FBXO6",0.562
"CSF3R",0,0.521184516333229,0.48,0.001,0,"5","CSF3R",0.479
"RBM47",0,0.520612721296319,0.526,0.01,0,"5","RBM47",0.516
"NAGA",0,0.519322839815861,0.656,0.063,0,"5","NAGA",0.593
"TBXAS1",0,0.518721609198616,0.515,0.024,0,"5","TBXAS1",0.491
"KYNU",0,0.514412748964125,0.581,0.074,0,"5","KYNU",0.507
"FSCN1",0,0.511371614340662,0.342,0.007,0,"5","FSCN1",0.335
"LACTB",0,0.50786752161258,0.604,0.095,0,"5","LACTB",0.509
"LILRA2",0,0.507193572501585,0.383,0.001,0,"5","LILRA2",0.382
"TCN2",0,0.506697280152208,0.371,0.005,0,"5","TCN2",0.366
"LILRA5",0,0.497290673318829,0.294,0,0,"5","LILRA5",0.294
"SLC15A3",0,0.491485112082462,0.474,0.05,0,"5","SLC15A3",0.424
"PARVB",0,0.489731993830793,0.602,0.077,0,"5","PARVB",0.525
"CPM",0,0.482924683730296,0.426,0.036,0,"5","CPM",0.39
"MGST2",0,0.481594163565704,0.549,0.042,0,"5","MGST2",0.507
"ACSL1",0,0.475967394170304,0.447,0.039,0,"5","ACSL1",0.408
"CSF2RB",0,0.474187704026114,0.506,0.013,0,"5","CSF2RB",0.493
"RENBP",0,0.473657116240532,0.528,0.068,0,"5","RENBP",0.46
"QPCT",0,0.47291911595611,0.48,0.05,0,"5","QPCT",0.43
"MS4A4A",0,0.470802141315111,0.289,0.006,0,"5","MS4A4A",0.283
"LPCAT2",0,0.469995222413884,0.487,0.001,0,"5","LPCAT2",0.486
"C19orf38",0,0.467837509136985,0.499,0.032,0,"5","C19orf38",0.467
"SLC43A2",0,0.467658906363605,0.515,0.047,0,"5","SLC43A2",0.468
"LRP1",0,0.467352258572534,0.39,0.002,0,"5","LRP1",0.388
"GNB4",0,0.464060683793378,0.576,0.076,0,"5","GNB4",0.5
"CD33",0,0.462961095848308,0.497,0.001,0,"5","CD33",0.496
"CCND1",0,0.461712471488372,0.255,0.012,0,"5","CCND1",0.243
"ARRB1",0,0.458781452254488,0.549,0.02,0,"5","ARRB1",0.529
"ODF3B",0,0.458253194867299,0.558,0.067,0,"5","ODF3B",0.491
"CMKLR1",0,0.457070158408645,0.373,0.001,0,"5","CMKLR1",0.372
"TFEC",0,0.455599713123217,0.483,0.005,0,"5","TFEC",0.478
"NUDT16",0,0.449379836696134,0.643,0.1,0,"5","NUDT16",0.543
"CLEC12A",0,0.447902716026406,0.431,0.002,0,"5","CLEC12A",0.429
"LILRA6",0,0.444296055579848,0.476,0.007,0,"5","LILRA6",0.469
"HRH2",0,0.437078271402787,0.51,0.057,0,"5","HRH2",0.453
"ALDH1A1",0,0.436040252194129,0.269,0.001,0,"5","ALDH1A1",0.268
"FAM49A",0,0.435669076514024,0.492,0.046,0,"5","FAM49A",0.446
"ABCA1",0,0.434966806754508,0.405,0.024,0,"5","ABCA1",0.381
"TLR8",0,0.430293523600266,0.483,0.001,0,"5","TLR8",0.482
"CD300E",0,0.429018690407568,0.332,0,0,"5","CD300E",0.332
"CLIC2",0,0.428222415621542,0.403,0.003,0,"5","CLIC2",0.4
"ASCL2",0,0.42621657347447,0.481,0.012,0,"5","ASCL2",0.469
"CD300C",0,0.424186872531402,0.447,0.005,0,"5","CD300C",0.442
"TLR1",0,0.423214927939028,0.496,0.043,0,"5","TLR1",0.453
"PLXNB2",0,0.415955519929514,0.446,0.019,0,"5","PLXNB2",0.427
"EPB41L3",0,0.412847055397339,0.447,0.001,0,"5","EPB41L3",0.446
"DPYSL2",0,0.41169143423512,0.483,0.031,0,"5","DPYSL2",0.452
"IL13RA1",0,0.411374639477185,0.447,0.027,0,"5","IL13RA1",0.42
"DAPK1",0,0.40048857460253,0.415,0.002,0,"5","DAPK1",0.413
"FPR3",0,0.398123260170838,0.385,0,0,"5","FPR3",0.385
"ASGR1",0,0.392191907131092,0.337,0,0,"5","ASGR1",0.337
"IFIT3",0,0.391388780877494,0.364,0.032,0,"5","IFIT3",0.332
"DUSP3",0,0.390124056289229,0.465,0.034,0,"5","DUSP3",0.431
"DAB2",0,0.388548596914365,0.312,0.001,0,"5","DAB2",0.311
"CD300LF",0,0.387200740288701,0.399,0.001,0,"5","CD300LF",0.398
"P2RX7",0,0.37833783862338,0.455,0.019,0,"5","P2RX7",0.436
"SULF2",0,0.373433259551508,0.357,0.01,0,"5","SULF2",0.347
"AC020656.1",0,0.371382106739241,0.342,0.001,0,"5","AC020656.1",0.341
"SLC1A3",0,0.371334266468608,0.367,0.002,0,"5","SLC1A3",0.365
"TIMP2",0,0.367869845042244,0.389,0.005,0,"5","TIMP2",0.384
"SIRPB1",0,0.362684060699976,0.385,0.007,0,"5","SIRPB1",0.378
"SIGLEC9",0,0.362040445837731,0.419,0.001,0,"5","SIGLEC9",0.418
"HK3",0,0.360748874902628,0.332,0,0,"5","HK3",0.332
"SLC31A1",0,0.358980869776132,0.43,0.043,0,"5","SLC31A1",0.387
"STAC3",0,0.357679032845177,0.43,0.027,0,"5","STAC3",0.403
"RTN1",0,0.355343447418246,0.422,0,0,"5","RTN1",0.422
"GAS6",0,0.353004737861002,0.324,0.009,0,"5","GAS6",0.315
"IRAK3",0,0.350888967628465,0.353,0.007,0,"5","IRAK3",0.346
"FES",0,0.349958139410175,0.428,0.037,0,"5","FES",0.391
"SECTM1",0,0.344633617725888,0.398,0.003,0,"5","SECTM1",0.395
"TMEM51",0,0.34180486644955,0.387,0,0,"5","TMEM51",0.387
"OSCAR",0,0.339329643152444,0.376,0,0,"5","OSCAR",0.376
"CEACAM4",0,0.339196582621116,0.323,0.002,0,"5","CEACAM4",0.321
"CARD9",0,0.338246331169238,0.385,0.006,0,"5","CARD9",0.379
"CFB",0,0.336241018616582,0.291,0,0,"5","CFB",0.291
"MYCL",0,0.326026992286041,0.282,0.001,0,"5","MYCL",0.281
"GNA15",0,0.322395925636842,0.419,0.022,0,"5","GNA15",0.397
"MILR1",0,0.320116217834734,0.444,0.029,0,"5","MILR1",0.415
"FLVCR2",0,0.309091030816276,0.403,0.009,0,"5","FLVCR2",0.394
"CDC42EP2",0,0.304356311671029,0.303,0.001,0,"5","CDC42EP2",0.302
"GPBAR1",0,0.300659080950654,0.26,0.001,0,"5","GPBAR1",0.259
"PLXND1",0,0.299464425158321,0.383,0.015,0,"5","PLXND1",0.368
"SDSL",0,0.298555539687888,0.323,0.002,0,"5","SDSL",0.321
"TCF7L2",0,0.29697490362367,0.305,0.003,0,"5","TCF7L2",0.302
"TTYH3",0,0.293144254932463,0.321,0.014,0,"5","TTYH3",0.307
"ATF3",0,0.289018606105277,0.317,0.019,0,"5","ATF3",0.298
"CASP5",0,0.287315844368917,0.285,0.001,0,"5","CASP5",0.284
"LRMDA",0,0.285373280448026,0.362,0.001,0,"5","LRMDA",0.361
"RILP",0,0.281089467841363,0.39,0.02,0,"5","RILP",0.37
"ARPIN",0,0.280124226182273,0.348,0,0,"5","ARPIN",0.348
"PRAM1",0,0.27971401559022,0.283,0.002,0,"5","PRAM1",0.281
"AC090559.1",0,0.279374123210975,0.335,0.001,0,"5","AC090559.1",0.334
"NFAM1",0,0.276397344588611,0.307,0,0,"5","NFAM1",0.307
"TLR4",0,0.273358981895969,0.31,0.008,0,"5","TLR4",0.302
"RGS18",0,0.272126157463188,0.317,0.001,0,"5","RGS18",0.316
"FPR2",0,0.263051945892777,0.253,0,0,"5","FPR2",0.253
"CCRL2",0,0.262165119892897,0.305,0.019,0,"5","CCRL2",0.286
"CD93",0,0.258830877200954,0.264,0.002,0,"5","CD93",0.262
"HSPA6",0,0.251462949238719,0.36,0.014,0,"5","HSPA6",0.346
"APOL4",0,0.25041968757612,0.262,0,0,"5","APOL4",0.262
"SOD21",5.42714842112581e-307,1.95051827696212,0.872,0.258,1.22648127169022e-302,"5","SOD2",0.614
"PLXNC1",7.60991945130711e-307,0.274760742723041,0.373,0.034,1.71976569680089e-302,"5","PLXNC1",0.339
"FRMD4B",4.85760181084939e-306,0.266185177779328,0.351,0.03,1.09776943323385e-301,"5","FRMD4B",0.321
"PLBD1",8.13112029822918e-304,0.382062343542151,0.462,0.058,1.83755187619681e-299,"5","PLBD1",0.404
"GLIPR2",7.01458168634347e-301,0.720509849490297,0.74,0.14,1.58522531529676e-296,"5","GLIPR2",0.6
"UBE2E2",1.16162914611819e-299,0.551675609840871,0.651,0.114,2.62516570731249e-295,"5","UBE2E2",0.537
"GRINA",6.61351162217626e-296,1.28131651586656,0.92,0.353,1.49458749149561e-291,"5","GRINA",0.567
"UBE2D1",5.23105013492691e-294,0.789798965707458,0.79,0.185,1.18216501999213e-289,"5","UBE2D1",0.605
"PLEKHO1",4.80325956906306e-293,0.821036678676452,0.795,0.192,1.08548863001256e-288,"5","PLEKHO1",0.603
"NRROS",1.96376980303846e-291,0.507113038445578,0.613,0.101,4.43792337788661e-287,"5","NRROS",0.512
"SAMHD1",4.16586527494095e-291,1.16411418900366,0.906,0.306,9.41443893483905e-287,"5","SAMHD1",0.6
"TNFSF10",2.5495649646612e-290,1.2073813576611,0.811,0.211,5.76176186363785e-286,"5","TNFSF10",0.6
"PLEK2",8.5486474805953e-290,1.44304379832605,0.934,0.318,1.93190884413973e-285,"5","PLEK",0.616
"OTULINL",1.49046131314282e-289,0.35766635659404,0.528,0.07,3.36829352157146e-285,"5","OTULINL",0.458
"HLA-DRB52",6.39967912839562e-288,1.73012416141787,0.977,0.529,1.44626348622613e-283,"5","HLA-DRB5",0.448
"DBNDD2",8.85771078392818e-288,0.527417529630694,0.611,0.099,2.00175406005993e-283,"5","DBNDD2",0.512
"FTL",1.605724609554e-286,2.62407097587027,1,0.971,3.62877704513109e-282,"5","FTL",0.029
"GNG10",2.75660509983974e-285,0.988369571038491,0.87,0.261,6.22965186512783e-281,"5","GNG10",0.609
"FNDC3B",3.26664452411547e-285,0.256873257735724,0.308,0.025,7.38228996004854e-281,"5","FNDC3B",0.283
"FUOM",1.53365117159847e-283,0.711862170758535,0.756,0.169,3.46589828269538e-279,"5","FUOM",0.587
"TMSB10",1.52910787475093e-282,0.991075867736702,1,0.99,3.45563088614962e-278,"5","TMSB10",0.01
"PEA151",2.67845107353426e-281,0.896677825051668,0.8,0.203,6.05303158108007e-277,"5","PEA15",0.597
"LMNA",5.58916811131695e-281,0.394163876154667,0.328,0.029,1.26309610147652e-276,"5","LMNA",0.299
"CD41",8.56550626060725e-280,0.657817041924951,0.811,0.168,1.93571875983463e-275,"5","CD4",0.643
"ANXA21",4.73789178482044e-279,1.17649615896166,0.877,0.278,1.07071616445157e-274,"5","ANXA2",0.599
"CTSS2",2.70276273777526e-278,1.56019253184002,0.943,0.453,6.10797351109831e-274,"5","CTSS",0.49
"AGTRAP",1.40260396092978e-277,0.766064623682927,0.693,0.141,3.1697446913052e-273,"5","AGTRAP",0.552
"SGK1",3.02088544172372e-276,0.770431017940857,0.48,0.067,6.82689900975143e-272,"5","SGK1",0.413
"GABARAP",7.76016420443325e-275,1.11403678019211,0.988,0.825,1.75371950855987e-270,"5","GABARAP",0.163
"TPMT",1.46119435553628e-273,0.394196330141074,0.512,0.074,3.30215312407644e-269,"5","TPMT",0.438
"SNX10",4.0549829667214e-273,1.30195572347971,0.768,0.206,9.16385600649369e-269,"5","SNX10",0.562
"SRC",4.44074965003157e-272,0.298179469785728,0.374,0.041,1.00356501341063e-267,"5","SRC",0.333
"IFNGR21",6.51544156676458e-270,0.971705374664834,0.825,0.233,1.47242463967313e-265,"5","IFNGR2",0.592
"BLVRA",1.39292023274931e-269,0.643292514070658,0.713,0.145,3.14786043399016e-265,"5","BLVRA",0.568
"ENG",6.04340647594742e-268,0.283779813040489,0.446,0.055,1.36574942949936e-263,"5","ENG",0.391
"PYCARD1",8.99079273656907e-267,1.05763640499042,0.907,0.327,2.03182925053724e-262,"5","PYCARD",0.58
"CTSB1",2.50598947408235e-263,2.1708783418802,0.909,0.376,5.66328561247871e-259,"5","CTSB",0.533
"VAMP5",4.12579514993988e-263,1.3018008464697,0.886,0.305,9.32388445934915e-259,"5","VAMP5",0.581
"HLA-DMB2",4.39470272009838e-262,0.984506263316251,0.861,0.271,9.93158867715032e-258,"5","HLA-DMB",0.59
"KCNK6",4.21953518503265e-261,0.314337969837037,0.439,0.055,9.53572756465529e-257,"5","KCNK6",0.384
"APOL3",3.1900675683123e-260,0.699640945228936,0.674,0.134,7.20923369762897e-256,"5","APOL3",0.54
"C15orf39",3.53941359889333e-260,0.314357690096643,0.435,0.056,7.99872079213903e-256,"5","C15orf39",0.379
"PLEKHO2",1.06946789831534e-259,0.3123883112894,0.421,0.052,2.41689050340284e-255,"5","PLEKHO2",0.369
"FBP11",3.03594432268754e-258,0.695500393006524,0.602,0.11,6.86093057484157e-254,"5","FBP1",0.492
"CD1D",8.23223662702965e-258,0.25342740886187,0.337,0.034,1.86040315534243e-253,"5","CD1D",0.303
"GBP1",1.27930724605693e-254,1.73890257153069,0.856,0.311,2.89110644536406e-250,"5","GBP1",0.545
"PRKCD",1.81888086871029e-252,0.526715438819273,0.672,0.142,4.11048887519837e-248,"5","PRKCD",0.53
"C1orf1622",2.9715303136388e-252,0.801096497238084,0.841,0.211,6.71536135579232e-248,"5","C1orf162",0.63
"TNFRSF1A",9.44516713301751e-251,0.43286665268959,0.658,0.117,2.13451332039063e-246,"5","TNFRSF1A",0.541
"CD742",5.36682819522185e-249,1.44366932253564,1,0.929,1.21284950383818e-244,"5","CD74",0.071
"LY961",8.95043582979635e-247,0.542530363841645,0.681,0.141,2.02270899317568e-242,"5","LY96",0.54
"IFNGR11",1.35626628919477e-246,0.762350211852574,0.725,0.172,3.06502618695127e-242,"5","IFNGR1",0.553
"MFSD1",2.56697746436405e-245,0.796368117350514,0.775,0.213,5.80111237171632e-241,"5","MFSD1",0.562
"LY862",1.49964907752429e-242,0.441909769012619,0.649,0.128,3.38905695029715e-238,"5","LY86",0.521
"PRXL2A",2.61222870070342e-241,0.348961135269189,0.267,0.023,5.90337564071966e-237,"5","PRXL2A",0.244
"CBR1",3.79039738027046e-241,0.603768529445914,0.731,0.167,8.56591903967321e-237,"5","CBR1",0.564
"TUBA1B1",9.11348126763263e-241,1.22277604984435,0.955,0.543,2.0595556316723e-236,"5","TUBA1B",0.412
"SDCBP",1.8809859219442e-239,1.00720324943437,0.857,0.288,4.25084008500169e-235,"5","SDCBP",0.569
"ANXA51",2.52014586148132e-239,1.05202946336255,0.945,0.443,5.69527763236164e-235,"5","ANXA5",0.502
"RRBP1",7.33773049755474e-239,0.464221984749078,0.64,0.13,1.6582537151424e-234,"5","RRBP1",0.51
"IFITM3",9.71369878617401e-238,1.988624441216,0.913,0.469,2.19519878868746e-233,"5","IFITM3",0.444
"RNH1",9.27304698364215e-235,0.94917635285448,0.907,0.378,2.09561588783329e-230,"5","RNH1",0.529
"CTNNA1",4.13877370834257e-234,0.425358253259502,0.574,0.11,9.35321470348337e-230,"5","CTNNA1",0.464
"PRCP",3.80441299748222e-232,0.635837009514589,0.722,0.18,8.59759293301007e-228,"5","PRCP",0.542
"PGD",9.3328613503609e-231,0.755352487427633,0.772,0.212,2.10913333656806e-226,"5","PGD",0.56
"BID1",4.5359749953529e-229,0.754811069081282,0.806,0.229,1.0250849891998e-224,"5","BID",0.577
"HLA-DMA2",9.95868643128952e-229,1.05517486859207,0.941,0.452,2.25056354660712e-224,"5","HLA-DMA",0.489
"HEBP1",2.49995240432991e-226,0.302094573865667,0.483,0.074,5.64964243854517e-222,"5","HEBP1",0.409
"EHBP1L1",9.05868948329274e-224,0.363312359882292,0.512,0.087,2.04717323632933e-219,"5","EHBP1L1",0.425
"PSME21",1.20688367296863e-222,1.1185765750236,0.973,0.75,2.72743641254181e-218,"5","PSME2",0.223
"VAMP8",1.59924973933763e-221,0.998461316150422,0.966,0.618,3.61414448592911e-217,"5","VAMP8",0.348
"RAC11",2.4990272284325e-221,0.923161003318482,0.961,0.57,5.64755163353461e-217,"5","RAC1",0.391
"MAN2B1",1.04468221335281e-220,0.789984050817867,0.854,0.286,2.36087733395602e-216,"5","MAN2B1",0.568
"TNFAIP8L2",2.28342424623994e-220,0.551972020159746,0.665,0.149,5.16031045407763e-216,"5","TNFAIP8L2",0.516
"ARHGAP31",3.43287731185638e-220,0.267151613582405,0.381,0.051,7.75795943706424e-216,"5","ARHGAP31",0.33
"PPA11",9.92221036205158e-220,1.29188586250927,0.9,0.446,2.24232031972004e-215,"5","PPA1",0.454
"PTPN12",9.30584324335861e-218,0.298525435861098,0.394,0.055,2.10302751456661e-213,"5","PTPN12",0.339
"PLTP",5.59214059602172e-216,0.605033952166725,0.258,0.024,1.26376785329495e-211,"5","PLTP",0.234
"RAB34",1.08980827320116e-214,0.295164189256521,0.447,0.073,2.4628577166073e-210,"5","RAB34",0.374
"YBX3",1.55539594568524e-214,0.476570588032539,0.592,0.122,3.51503929765408e-210,"5","YBX3",0.47
"ATG3",2.30868514344705e-214,0.795221959277877,0.852,0.314,5.21739755567599e-210,"5","ATG3",0.538
"MYO1F1",3.34945492661317e-214,0.414788044465196,0.697,0.145,7.56943318865311e-210,"5","MYO1F",0.552
"AHR",4.49625647941664e-214,0.460945822882823,0.599,0.125,1.01610900178337e-209,"5","AHR",0.474
"STX11",6.19221292896874e-214,0.337216231657838,0.542,0.095,1.39937819981765e-209,"5","STX11",0.447
"AP1S2",1.89682603633965e-212,0.806229811963066,0.845,0.274,4.28663715952398e-208,"5","AP1S2",0.571
"CAMK1",1.08407256958647e-211,0.306877409930973,0.39,0.055,2.44989560000847e-207,"5","CAMK1",0.335
"FGD21",2.21074872586008e-211,0.502667950073998,0.601,0.128,4.99607104557119e-207,"5","FGD2",0.473
"SH3BP2",4.36481281677428e-210,0.368310377261805,0.576,0.108,9.86404048462821e-206,"5","SH3BP2",0.468
"RNASEK1",4.52215975178335e-210,1.08766888899475,0.939,0.514,1.02196288230552e-205,"5","RNASEK",0.425
"MGLL1",3.81370834070043e-209,0.651266152728419,0.431,0.075,8.61859947914891e-205,"5","MGLL",0.356
"H1F0",8.89223732772302e-209,0.311790696171859,0.28,0.029,2.00955671369213e-204,"5","H1F0",0.251
"CD151",2.98758245071029e-208,0.376829626360316,0.588,0.116,6.75163758036018e-204,"5","CD151",0.472
"ETS2",3.22608364045531e-208,0.276676387220528,0.344,0.043,7.29062641906495e-204,"5","ETS2",0.301
"EBI31",5.7252974054056e-208,0.468961837043121,0.54,0.105,1.29385996064761e-203,"5","EBI3",0.435
"NAAA",5.88238233152887e-206,0.642678116112156,0.701,0.174,1.32935958310221e-201,"5","NAAA",0.527
"CREBL2",3.4086918341752e-204,0.394560250185335,0.597,0.121,7.70330267605254e-200,"5","CREBL2",0.476
"EIF4EBP1",4.39347320947097e-204,0.451819873165658,0.586,0.126,9.92881010608345e-200,"5","EIF4EBP1",0.46
"NANS1",1.39408354422536e-203,0.495185460242561,0.688,0.172,3.15048940159489e-199,"5","NANS",0.516
"PPT1",2.20897091207688e-202,0.800510491706418,0.816,0.274,4.99205336420255e-198,"5","PPT1",0.542
