"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff"
"RUNX3",3.25748144264218e-214,0.585150362027986,0.386,0.192,7.36158231222706e-210,"1","RUNX3",0.194
"CORO1A",2.05902085045136e-213,0.325833158639099,0.954,0.942,4.65318121993502e-209,"1","CORO1A",0.012
"DGKZ",1.17715309328203e-212,0.53506440750062,0.429,0.226,2.66024827550807e-208,"1","DGKZ",0.203
"ADGRE5",1.67620472310936e-211,0.525592763498214,0.475,0.258,3.78805505375485e-207,"1","ADGRE5",0.217
"PFN1",1.96747053651916e-211,0.273754377742886,0.983,0.989,4.44628666547966e-207,"1","PFN1",-0.00600000000000001
"SUB1",6.79061191758614e-210,0.462628110645541,0.789,0.74,1.53461038725529e-205,"1","SUB1",0.049
"HNRNPLL",1.14958884405759e-208,0.521701005848328,0.37,0.17,2.59795582868576e-204,"1","HNRNPLL",0.2
"PSME1",1.46394201105443e-205,0.345365345707259,0.913,0.892,3.30836255078191e-201,"1","PSME1",0.021
"DRAP1",3.85451224547849e-204,0.488356088470693,0.706,0.623,8.71081222355684e-200,"1","DRAP1",0.083
"SLF1",1.94727317369357e-202,0.508275495902589,0.275,0.103,4.40064264523011e-198,"1","SLF1",0.172
"WIPF1",1.41800355096656e-198,0.491294775050633,0.679,0.569,3.20454622482934e-194,"1","WIPF1",0.11
"CBLB",2.2269866866751e-198,0.615032391149464,0.485,0.301,5.03276721321706e-194,"1","CBLB",0.184
"DOK2",1.75306973388907e-196,0.478239330031555,0.457,0.247,3.96176229161591e-192,"1","DOK2",0.21
"GZMM",4.89523748647485e-196,0.618643229960775,0.53,0.339,1.10627471956845e-191,"1","GZMM",0.191
"ANXA6",1.5633926255343e-183,0.44427352336509,0.658,0.518,3.53311099444496e-179,"1","ANXA6",0.14
"TAP1",6.01144931138072e-182,0.483088981928706,0.665,0.558,1.35852742987893e-177,"1","TAP1",0.107
"SKAP1",1.78255890652402e-181,0.431443208577384,0.577,0.369,4.02840487285363e-177,"1","SKAP1",0.208
"THEMIS",4.62971996638366e-181,0.474930272927498,0.343,0.155,1.04627041520304e-176,"1","THEMIS",0.188
"TNFRSF1B",5.00795236376539e-180,0.478577277792371,0.426,0.225,1.13174715468734e-175,"1","TNFRSF1B",0.201
"RALGDS",3.55649086622662e-179,0.453383875003668,0.28,0.113,8.03731370858555e-175,"1","RALGDS",0.167
"CALM1",4.06573643793655e-179,0.327459614725262,0.894,0.868,9.18815777609281e-175,"1","CALM1",0.026
"RASAL3",3.84322206257463e-178,0.521347041355302,0.512,0.336,8.6852975392124e-174,"1","RASAL3",0.176
"GUK1",1.67713965325318e-176,0.390688915093835,0.751,0.689,3.79016790238685e-172,"1","GUK1",0.0620000000000001
"ARPC5L",2.59567192652091e-176,0.49324252702484,0.625,0.516,5.8659589867446e-172,"1","ARPC5L",0.109
"C12orf571",3.225130373876e-175,0.385575298494772,0.83,0.786,7.28847213192238e-171,"1","C12orf57",0.0439999999999999
"DNAJC1",2.23735275287082e-174,0.496769272307192,0.392,0.218,5.05619348621276e-170,"1","DNAJC1",0.174
"GPR174",2.07551380117761e-171,0.515086885740583,0.346,0.175,4.69045363928128e-167,"1","GPR174",0.171
"UBB",5.00148567842718e-171,0.37568017423647,0.853,0.816,1.13028574846776e-166,"1","UBB",0.037
"TRBC1",2.9271665357699e-170,0.603107647388826,0.498,0.296,6.61510365418639e-166,"1","TRBC1",0.202
"NEAT1",4.22923492029819e-170,0.547415101424336,0.653,0.508,9.55764799638188e-166,"1","NEAT1",0.145
"IKZF3",2.18029876768817e-169,0.6046537241811,0.549,0.404,4.92725718509848e-165,"1","IKZF3",0.145
"MYL12B",3.48653562394941e-169,0.325697179594917,0.843,0.816,7.87922185656326e-165,"1","MYL12B",0.027
"SLAMF6",3.8088816166584e-169,0.466158825140234,0.345,0.168,8.60769156548633e-165,"1","SLAMF6",0.177
"UBL5",5.69355687991375e-167,0.350923219570039,0.827,0.832,1.28668691929171e-162,"1","UBL5",-0.005
"FABP5",2.59853934862773e-165,0.556024625561453,0.474,0.288,5.87243907396382e-161,"1","FABP5",0.186
"MYL6",1.08280467088126e-163,0.285265206944864,0.936,0.94,2.44703027572457e-159,"1","MYL6",-0.00399999999999989
"CAPZB",1.45884186884648e-163,0.355778196924413,0.795,0.747,3.29683673940617e-159,"1","CAPZB",0.048
"NUCB2",2.05472995488098e-160,0.508263378302533,0.457,0.271,4.64348422503553e-156,"1","NUCB2",0.186
"ITGB7",1.1508482415672e-159,0.444233248603857,0.372,0.196,2.60080194111772e-155,"1","ITGB7",0.176
"CKLF",2.30515034782573e-158,0.555944660503773,0.536,0.409,5.20940927105137e-154,"1","CKLF",0.127
"S100A4",3.35467065294698e-158,0.420774269756322,0.751,0.599,7.58122020859489e-154,"1","S100A4",0.152
"SON",1.27414540816531e-156,0.378039673343048,0.834,0.817,2.87944120791278e-152,"1","SON",0.017
"ANXA5",4.37615116624481e-156,0.508568388833471,0.565,0.424,9.88966402059664e-152,"1","ANXA5",0.141
"DDX5",1.37953134312365e-152,0.286047441751806,0.945,0.949,3.11760288232514e-148,"1","DDX5",-0.004
"SUN2",2.40148136539044e-150,0.462057369624062,0.607,0.444,5.42710773764586e-146,"1","SUN2",0.163
"NELL21",1.04734656660901e-149,0.395503550013588,0.327,0.152,2.36689850587971e-145,"1","NELL2",0.175
"PSMB8",4.20614085797401e-146,0.383984493114034,0.747,0.71,9.50545772493546e-142,"1","PSMB8",0.037
"SELPLG",7.0653340533156e-146,0.425068470128664,0.523,0.339,1.59669484270879e-141,"1","SELPLG",0.184
"PSMB10",6.47778420237973e-145,0.413660316794216,0.716,0.671,1.4639144518958e-140,"1","PSMB10",0.0449999999999999
"TMBIM6",2.355760748397e-144,0.35063972182205,0.829,0.797,5.32378371530238e-140,"1","TMBIM6",0.0319999999999999
"RPL36AL",3.27599582003862e-143,0.28510204688033,0.905,0.93,7.40342295370528e-139,"1","RPL36AL",-0.025
"ACP5",1.60304466606997e-142,0.463595139915806,0.407,0.239,3.62272064085152e-138,"1","ACP5",0.168
"ATP5IF1",2.85103549678371e-142,0.376994961045248,0.656,0.548,6.44305511918151e-138,"1","ATP5IF1",0.108
"PPIB",3.06376663728229e-139,0.3196838684493,0.852,0.808,6.92380622359424e-135,"1","PPIB",0.0439999999999999
"IFITM11",5.54058350209019e-139,0.288436616516805,0.939,0.783,1.25211646563736e-134,"1","IFITM1",0.156
"OPTN",6.05397944822132e-139,0.435904496168605,0.464,0.313,1.36813881550354e-134,"1","OPTN",0.151
"GMFG",9.59518091026188e-139,0.32539061581362,0.822,0.787,2.16841493391008e-134,"1","GMFG",0.0349999999999999
"GIMAP6",3.52711608196506e-138,0.373761174705669,0.37,0.197,7.97092963363284e-134,"1","GIMAP6",0.173
"CD38",3.22527341677009e-137,0.511032757628925,0.328,0.171,7.28879539455873e-133,"1","CD38",0.157
"PTPRCAP",3.98611193615937e-137,0.362432066035953,0.752,0.693,9.00821436452656e-133,"1","PTPRCAP",0.0590000000000001
"FCMR",1.72242886434774e-135,0.350285348008742,0.737,0.602,3.89251699053946e-131,"1","FCMR",0.135
"TRAT1",2.16906614159696e-135,0.403515445402369,0.372,0.198,4.90187257339496e-131,"1","TRAT1",0.174
"PPP2R5C",7.75877172581286e-135,0.53560300488546,0.496,0.371,1.75340482231645e-130,"1","PPP2R5C",0.125
"MIR4435-2HG",5.25894767987518e-134,0.296079724771961,0.255,0.107,1.18846958617499e-129,"1","MIR4435-2HG",0.148
"ARHGEF1",6.41623293066638e-133,0.421030436442573,0.669,0.593,1.45000448000129e-128,"1","ARHGEF1",0.0760000000000001
"TPST2",4.46554352779216e-131,0.420481416715473,0.386,0.235,1.00916818184575e-126,"1","TPST2",0.151
"TC2N",3.97386384304445e-129,0.384940471375452,0.434,0.255,8.98053489889616e-125,"1","TC2N",0.179
"SCAMP2",2.1553691939596e-128,0.47250841139344,0.529,0.436,4.87091884142929e-124,"1","SCAMP2",0.093
"TBC1D10C",7.16643105110394e-127,0.369156754129499,0.694,0.612,1.61954175323898e-122,"1","TBC1D10C",0.082
"ZBTB38",3.39170811129541e-126,0.484652720171597,0.413,0.271,7.66492116071649e-122,"1","ZBTB38",0.142
"ACAP1",5.78477860327605e-126,0.395178748906414,0.689,0.613,1.30730211655435e-121,"1","ACAP1",0.076
"GIMAP11",4.20306038699413e-125,0.39323993529776,0.478,0.306,9.49849616856804e-121,"1","GIMAP1",0.172
"GIMAP51",4.82306681033858e-125,0.401056321036462,0.501,0.319,1.08996486846841e-120,"1","GIMAP5",0.182
"ELOB",1.23182468100769e-124,0.297207513718825,0.772,0.648,2.78380059660927e-120,"1","ELOB",0.124
"ID2",1.53012953763859e-124,0.441952335778707,0.347,0.192,3.45793974210945e-120,"1","ID2",0.155
"SIT1",3.81426158620203e-124,0.459889252261798,0.617,0.537,8.61984975865796e-120,"1","SIT1",0.08
"RNF167",4.51159947368152e-124,0.434341822235996,0.513,0.392,1.01957636505729e-119,"1","RNF167",0.121
"IFITM2",1.61411101697633e-123,0.363097499663795,0.804,0.789,3.64772948726481e-119,"1","IFITM2",0.015
"CD84",4.46215838536368e-119,0.43473855838521,0.3,0.159,1.00840317350834e-114,"1","CD84",0.141
"DHRS7",4.73969716342019e-118,0.420216397365972,0.5,0.374,1.07112416196133e-113,"1","DHRS7",0.126
"PLAAT4",1.01570667959438e-117,0.876876293652889,0.413,0.298,2.29539552521535e-113,"1","PLAAT4",0.115
"SYNE2",7.44045916437718e-116,0.517869404026246,0.547,0.432,1.6814693665576e-111,"1","SYNE2",0.115
"RAB1B",1.61833376591444e-115,0.428690623736473,0.538,0.463,3.65727247759005e-111,"1","RAB1B",0.075
"TERF2IP",1.20055186809927e-114,0.416961455044105,0.573,0.497,2.71312716671755e-110,"1","TERF2IP",0.076
"NFATC2",2.43116947926068e-114,0.43896777279249,0.39,0.249,5.49419990618122e-110,"1","NFATC2",0.141
"LCP1",1.26292759492083e-111,0.311758351407868,0.801,0.76,2.85409007176159e-107,"1","LCP1",0.041
"REEP5",1.92268749136199e-110,0.410810877057442,0.553,0.479,4.34508146172896e-106,"1","REEP5",0.0740000000000001
"SNAP47",3.2727137891135e-110,0.484849718505637,0.329,0.207,7.3960058920176e-106,"1","SNAP47",0.122
"CLDND1",4.10834515960809e-110,0.526442129745095,0.394,0.271,9.28444922619832e-106,"1","CLDND1",0.123
"CCSER2",1.88189595705988e-109,0.401557530246214,0.336,0.199,4.25289667335961e-105,"1","CCSER2",0.137
"GBP2",1.18188357526989e-104,0.420028761008919,0.466,0.322,2.67093869175243e-100,"1","GBP2",0.144
"CAPN2",4.66933178527912e-104,0.368772079798976,0.351,0.217,1.05522229015523e-99,"1","CAPN2",0.134
"INPP4B1",8.0329140743686e-102,0.36609365482747,0.403,0.249,1.81535825166656e-97,"1","INPP4B",0.154
"GBP4",4.72065256150994e-101,0.385896859222506,0.36,0.218,1.06682027237563e-96,"1","GBP4",0.142
"MYO1G",1.46607561580324e-98,0.378696370244064,0.323,0.193,3.31318428415375e-94,"1","MYO1G",0.13
"ACTN4",2.67518240773783e-97,0.441349154835225,0.419,0.316,6.04564472324673e-93,"1","ACTN4",0.103
"IFI27L2",9.76725910543862e-97,0.444098826954628,0.423,0.326,2.20730288523807e-92,"1","IFI27L2",0.097
"IRF1",5.65498156849088e-95,0.40226047727993,0.576,0.481,1.27796928466325e-90,"1","IRF1",0.095
"ATP5MG",4.43921306527587e-94,0.256712321736588,0.845,0.726,1.00321776062169e-89,"1","ATP5MG",0.119
"SHISA5",1.25927575647081e-91,0.344817731226797,0.61,0.553,2.84583728204838e-87,"1","SHISA5",0.0569999999999999
"JUN1",2.02383197228064e-91,0.362993529910089,0.737,0.616,4.57365787415701e-87,"1","JUN",0.121
"SLFN5",4.66833552625448e-91,0.372284303400294,0.42,0.28,1.05499714557825e-86,"1","SLFN5",0.14
"PARK7",5.51339622943205e-90,0.296351566916282,0.747,0.715,1.24597241388935e-85,"1","PARK7",0.032
"PSME2",9.3303910237724e-90,0.270047391952805,0.792,0.746,2.10857506746232e-85,"1","PSME2",0.046
"KRTCAP2",1.55332695142079e-89,0.280171642944617,0.732,0.713,3.51036357751585e-85,"1","KRTCAP2",0.019
"MCL1",1.39387607753759e-88,0.406937325900495,0.623,0.585,3.1500205476272e-84,"1","MCL1",0.038
"APOBEC3C",5.86304244999723e-88,0.398417072607431,0.348,0.237,1.32498896327487e-83,"1","APOBEC3C",0.111
"ARAP2",2.00099861279567e-87,0.398923043306999,0.305,0.188,4.52205676505695e-83,"1","ARAP2",0.117
"CAP1",4.55100677177586e-87,0.315227085997025,0.712,0.701,1.02848202035363e-82,"1","CAP1",0.011
"PPP1R18",4.35994339710209e-86,0.3333786022124,0.639,0.606,9.85303608311102e-82,"1","PPP1R18",0.033
"PYCARD",7.43020354398204e-86,0.36355347076295,0.427,0.318,1.6791516989045e-81,"1","PYCARD",0.109
"SYNRG",1.32187415502266e-85,0.444295326656405,0.475,0.39,2.98730340293571e-81,"1","SYNRG",0.085
"B3GNT2",1.94123408738297e-84,0.378652076088017,0.32,0.206,4.38699491407678e-80,"1","B3GNT2",0.114
"PARVG",3.74509586288934e-84,0.354969503196947,0.371,0.253,8.46354214054362e-80,"1","PARVG",0.118
"TSEN54",6.34525087215991e-84,0.375591667959821,0.325,0.211,1.43396324459942e-79,"1","TSEN54",0.114
"TOX",1.64965018346993e-83,0.401904891814367,0.314,0.199,3.7280444496237e-79,"1","TOX",0.115
"TMEM59",2.71553270650591e-82,0.30833883068318,0.645,0.619,6.13683236343271e-78,"1","TMEM59",0.026
"ICAM3",3.38287606262193e-81,0.299474507573572,0.659,0.598,7.6449616139193e-77,"1","ICAM3",0.0610000000000001
"CRIP1",7.30914362470587e-81,0.36986178437386,0.586,0.49,1.65179336774728e-76,"1","CRIP1",0.096
"RNF19A",2.6701220711473e-77,0.416709610071656,0.37,0.26,6.03420886858579e-73,"1","RNF19A",0.11
"EID1",3.11596335976329e-77,0.313401949242662,0.636,0.611,7.04176559672906e-73,"1","EID1",0.025
"C12orf75",3.3572702717358e-77,0.318814469812126,0.374,0.258,7.58709508709573e-73,"1","C12orf75",0.116
"ORMDL3",1.43312812159328e-75,0.339236755165569,0.306,0.196,3.23872624198865e-71,"1","ORMDL3",0.11
"MT1F",1.73703455471159e-75,0.296248386121888,0.263,0.155,3.92552439019271e-71,"1","MT1F",0.108
"SH3KBP1",2.05997905323645e-75,0.344163932212945,0.502,0.41,4.65534666240905e-71,"1","SH3KBP1",0.092
"CD61",1.59664629947831e-74,0.294755675686283,0.488,0.345,3.60826097219104e-70,"1","CD6",0.143
"BTN3A2",9.41862276378967e-74,0.355218947662392,0.441,0.34,2.12851455838883e-69,"1","BTN3A2",0.101
"PARP8",1.05329576315314e-73,0.403275713073469,0.345,0.243,2.38034309514978e-69,"1","PARP8",0.102
"ITGA4",1.11967613935546e-72,0.398477920266896,0.452,0.352,2.53035610732941e-68,"1","ITGA4",0.1
"CDK2AP2",2.2851283934188e-72,0.402075139015937,0.522,0.464,5.16416165628715e-68,"1","CDK2AP2",0.058
"CELF2",2.69867027690577e-72,0.358404720560726,0.499,0.399,6.09872495877935e-68,"1","CELF2",0.1
"DEF6",2.9055358631516e-72,0.341373493048669,0.511,0.434,6.5662204971363e-68,"1","DEF6",0.077
"JUNB1",5.31473816615796e-72,0.275044419380548,0.826,0.75,1.20107767817004e-67,"1","JUNB",0.076
"EMP31",1.35509127983138e-71,0.27856883236123,0.667,0.561,3.06237078329094e-67,"1","EMP3",0.106
"PGAM1",1.31009146521124e-70,0.290324305983015,0.655,0.624,2.96067570223089e-66,"1","PGAM1",0.031
"PTPN7",1.42852433788044e-70,0.32942353259673,0.451,0.348,3.22832215117601e-66,"1","PTPN7",0.103
"DDX24",2.25400986403701e-70,0.326348283460438,0.649,0.632,5.09383689173723e-66,"1","DDX24",0.017
"PTP4A2",9.60178236341252e-70,0.348106271653133,0.484,0.421,2.1699067963076e-65,"1","PTP4A2",0.063
"SELENOW",6.39658879880788e-69,0.299197041180676,0.552,0.481,1.44556510264259e-64,"1","SELENOW",0.0710000000000001
"LAMP1",1.60007776038298e-68,0.353501517984452,0.52,0.464,3.61601573068949e-64,"1","LAMP1",0.056
"PAG1",3.59007650047587e-68,0.387804655097943,0.334,0.232,8.11321388342542e-64,"1","PAG1",0.102
"BHLHE40",1.60279938617305e-67,0.414083826366267,0.254,0.157,3.62216633281248e-63,"1","BHLHE40",0.097
"TMEM50A",1.89741425873526e-67,0.302998418582436,0.593,0.56,4.28796648331581e-63,"1","TMEM50A",0.0329999999999999
"PCED1B",1.01558986917433e-66,0.355147060172645,0.384,0.29,2.29513154534707e-62,"1","PCED1B",0.094
"MSN",1.15842314479353e-66,0.32576725853556,0.604,0.58,2.6179204649189e-62,"1","MSN",0.024
"RABAC1",1.02176486412363e-65,0.379378536867754,0.559,0.542,2.30908641643299e-61,"1","RABAC1",0.017
"BCL11B1",3.29484581847844e-63,0.297366101046608,0.321,0.207,7.44602206517942e-59,"1","BCL11B",0.114
"ARHGDIA",1.10706909790838e-62,0.266988061086551,0.625,0.6,2.50186545436316e-58,"1","ARHGDIA",0.025
"ZFP36L21",6.70913976247918e-62,0.336033019631955,0.822,0.809,1.51619849492267e-57,"1","ZFP36L2",0.0129999999999999
"ATP5ME",2.94956781246674e-61,0.271912346343462,0.613,0.55,6.66572829939359e-57,"1","ATP5ME",0.0629999999999999
"SURF4",1.3828860957305e-60,0.356556420741377,0.386,0.311,3.12518428774136e-56,"1","SURF4",0.075
"CFLAR",1.24863707436505e-58,0.30297773092865,0.529,0.477,2.82179492435759e-54,"1","CFLAR",0.052
"LMAN2",7.59878383186604e-58,0.306032589512494,0.528,0.493,1.71724915816341e-53,"1","LMAN2",0.035
"ZYX",1.00958288986332e-57,0.305521459502957,0.55,0.495,2.28155637280212e-53,"1","ZYX",0.055
"BATF",3.6520931518754e-57,0.34598478060949,0.48,0.391,8.25336531392321e-53,"1","BATF",0.089
"SASH3",4.8824106139981e-57,0.298911574378413,0.596,0.569,1.10337597465743e-52,"1","SASH3",0.027
"ETS1",1.64458490688734e-56,0.32712345584558,0.553,0.511,3.71659743107471e-52,"1","ETS1",0.042
"VAMP2",6.00120475047128e-56,0.346767637405171,0.524,0.487,1.356212261559e-51,"1","VAMP2",0.037
"CMTM3",2.91099614162566e-55,0.31353409372453,0.397,0.315,6.57856018045983e-51,"1","CMTM3",0.082
"VCP",7.86792819674394e-55,0.294744590893101,0.602,0.589,1.77807309318216e-50,"1","VCP",0.013
"AIP",1.37669283851807e-54,0.30853591076379,0.531,0.505,3.11118814576698e-50,"1","AIP",0.026
"IL2RG",2.3180297615882e-54,0.528787264338632,0.594,0.625,5.23851545821316e-50,"1","IL2RG",-0.031
"SEPT1",7.01147700159762e-54,0.430966898298947,0.42,0.346,1.58452368759105e-49,"1","SEPT1",0.074
"ARHGAP9",7.45383112054101e-54,0.316985692675948,0.493,0.433,1.68449129493106e-49,"1","ARHGAP9",0.06
"MYH9",7.93877851585246e-54,0.315331936120633,0.618,0.594,1.7940845567975e-49,"1","MYH9",0.024
"CMTM7",1.66416783120328e-53,0.310712944974839,0.397,0.314,3.7608528817363e-49,"1","CMTM7",0.083
"CD82",2.77362840074586e-53,0.273476197564574,0.547,0.461,6.26812282284558e-49,"1","CD82",0.086
"ARRB2",4.42192351800079e-53,0.284853508075208,0.372,0.282,9.99310495832999e-49,"1","ARRB2",0.09
"SIGIRR",7.50018999325918e-53,0.302414153938686,0.476,0.405,1.69496793657664e-48,"1","SIGIRR",0.071
"NCOR1",1.64173389778518e-52,0.333706162712506,0.539,0.52,3.71015443560473e-48,"1","NCOR1",0.019
"KIAA1551",1.89531809905931e-52,0.461268505604239,0.384,0.299,4.28322937206413e-48,"1","KIAA1551",0.085
"WAS",2.02471334471706e-52,0.27943569043819,0.607,0.603,4.57564968772608e-48,"1","WAS",0.004
"PPP1R12A",2.62849399063219e-52,0.356127011283067,0.477,0.445,5.94013356942968e-48,"1","PPP1R12A",0.032
"PIN1",2.62669869029849e-51,0.319786202417893,0.442,0.395,5.93607637020556e-47,"1","PIN1",0.047
"BST2",2.64376652704788e-51,0.266685478281955,0.605,0.567,5.9746479744755e-47,"1","BST2",0.038
"LBH",3.0660150994966e-51,0.299007478899609,0.614,0.569,6.92888752335236e-47,"1","LBH",0.045
"CIB1",4.17616875796409e-51,0.256885827436721,0.643,0.647,9.43772377612304e-47,"1","CIB1",-0.004
"IER2",4.74258559295509e-51,0.262505236882901,0.656,0.586,1.07177691815192e-46,"1","IER2",0.0700000000000001
"SYNE1",1.27038191578793e-49,0.320816438484148,0.29,0.203,2.87093609148915e-45,"1","SYNE1",0.087
"MTRNR2L12",1.43049905894101e-48,0.273070369145004,0.971,0.973,3.23278482330079e-44,"1","MTRNR2L12",-0.002
"MRPL10",2.01684772201309e-47,0.335238227352094,0.307,0.24,4.55787416697737e-43,"1","MRPL10",0.067
"CARHSP1",4.29598378416622e-47,0.312988722033127,0.352,0.283,9.70849375383724e-43,"1","CARHSP1",0.069
"PDLIM2",5.3134318972318e-47,0.277701873161385,0.353,0.272,1.20078247445541e-42,"1","PDLIM2",0.081
"WNK1",1.51485399824006e-46,0.376099509876239,0.364,0.301,3.42341855062271e-42,"1","WNK1",0.063
"H1FX",1.59088809108995e-46,0.32638234621003,0.305,0.219,3.59524799705419e-42,"1","H1FX",0.086
"GABARAPL2",2.00074390078449e-46,0.260260092744716,0.601,0.6,4.52148114138288e-42,"1","GABARAPL2",0.001
"IGFLR1",3.81592248828692e-46,0.379970665635338,0.391,0.33,8.62360323127961e-42,"1","IGFLR1",0.061
"ANXA11",3.19621468797675e-45,0.258458888083999,0.627,0.622,7.22312557335866e-41,"1","ANXA11",0.005
"EXOSC9",4.5541096145082e-45,0.32823690490378,0.264,0.195,1.02918323178271e-40,"1","EXOSC9",0.069
"GNG2",1.04544978880681e-44,0.293678145705493,0.389,0.319,2.36261197772451e-40,"1","GNG2",0.07
"RGS1",1.80759888152131e-44,0.318024604140914,0.338,0.253,4.08499271235001e-40,"1","RGS1",0.085
"TAPBP",2.66758334750459e-44,0.261130146223965,0.675,0.692,6.02847160702562e-40,"1","TAPBP",-0.0169999999999999
"CYTH4",3.26859574098658e-44,0.26435740283837,0.259,0.178,7.38669951505556e-40,"1","CYTH4",0.081
"PSMA5",4.16349495363628e-43,0.253889969541675,0.537,0.512,9.40908224572263e-39,"1","PSMA5",0.025
"RPN2",7.27350823254143e-43,0.281915789353076,0.52,0.494,1.64374012547204e-38,"1","RPN2",0.026
"PIK3R1",1.14952984849063e-42,0.34550192740005,0.345,0.274,2.59782250460396e-38,"1","PIK3R1",0.071
"PITPNC1",1.69146317603496e-42,0.273838458207848,0.261,0.183,3.82253763152141e-38,"1","PITPNC1",0.078
"CTSD",1.71386087739365e-42,0.263349277428943,0.376,0.317,3.8731541968219e-38,"1","CTSD",0.059
"LRRFIP1",2.52603112261815e-42,0.282720599044303,0.556,0.547,5.70857773400476e-38,"1","LRRFIP1",0.00900000000000001
"GIMAP2",1.13888704576293e-41,0.253071201583124,0.328,0.245,2.57377083471964e-37,"1","GIMAP2",0.083
"SLA",2.55568673215598e-41,0.354778886367135,0.418,0.37,5.7755964459993e-37,"1","SLA",0.048
"DNM2",2.61443637340826e-41,0.313869625552859,0.298,0.232,5.90836476026533e-37,"1","DNM2",0.066
"FCRL3",3.09217199413721e-41,0.255947641440451,0.276,0.196,6.98799948955067e-37,"1","FCRL3",0.08
"CLEC2D",8.67183465225938e-41,0.268806788746036,0.549,0.504,1.9597479130641e-36,"1","CLEC2D",0.045
"BUB3",1.56890074043318e-39,0.262564670829668,0.526,0.51,3.54555878330495e-35,"1","BUB3",0.016
"TMX4",5.83256155027343e-39,0.288399286337155,0.282,0.21,1.31810058474629e-34,"1","TMX4",0.072
"SEPTIN1",8.13060449398544e-39,0.449813110344744,0.392,0.349,1.83743530959577e-34,"1","SEPTIN1",0.043
"TAX1BP1",2.75650881622343e-38,0.284445290947128,0.483,0.461,6.22943427378334e-34,"1","TAX1BP1",0.022
"CYBC1",4.34151547063069e-38,0.285465001282678,0.442,0.406,9.8113908120783e-34,"1","CYBC1",0.036
"IQGAP1",7.22164113603611e-37,0.31010117558615,0.47,0.441,1.6320186803328e-32,"1","IQGAP1",0.029
"PET100",8.82874344583798e-37,0.250177528437713,0.567,0.57,1.99520773132493e-32,"1","PET100",-0.003
"RNF149",1.69603493663297e-36,0.28281634541438,0.426,0.379,3.83286935329686e-32,"1","RNF149",0.047
"IRF2",1.83882248570686e-36,0.296023305582367,0.411,0.376,4.15555493544894e-32,"1","IRF2",0.035
"ITM2C",2.34900029547394e-36,0.540782075355231,0.299,0.236,5.30850576774156e-32,"1","ITM2C",0.063
"ERAP2",2.80754929305122e-36,0.29304412979625,0.295,0.227,6.34478064736646e-32,"1","ERAP2",0.068
"DPP7",6.89384819849674e-36,0.253324967651544,0.575,0.574,1.55794075437828e-31,"1","DPP7",0.001
"TSC22D4",9.59655949868634e-34,0.273023339647762,0.477,0.453,2.16872648110813e-29,"1","TSC22D4",0.024
"GSDMD",6.92241602977659e-33,0.293029098455277,0.394,0.36,1.56439679856921e-28,"1","GSDMD",0.034
"MACF1",9.87040709983998e-33,0.346713988955249,0.352,0.299,2.23061330049284e-28,"1","MACF1",0.053
"RESF1",1.44574774271929e-32,0.598458497062949,0.336,0.297,3.26724532377132e-28,"1","RESF1",0.039
"MAP4K1",1.98743081541743e-32,0.293094918064276,0.408,0.371,4.49139489976186e-28,"1","MAP4K1",0.037
"ARHGAP45",2.99296824769323e-32,0.286490649666865,0.423,0.389,6.76380894296193e-28,"1","ARHGAP45",0.034
